,title,user_score,release_date,console,keydata
8823,Super Monkey Ball Deluxe    ,N/A  ,15th Mar 05  ,XB,0.15
8824,Devil Summoner: Soul Hackers    ,N/A  ,08th Apr 99  ,PS,0.15
8825,Shin Chan: ¡Aventuras de Cine!    ,N/A  ,28th Nov 08  ,DS,0.15
8826,Tamagotchi Collection    ,N/A  ,10th Nov 11  ,DS,0.15
8827,Darkstalkers Chronicle: The Chaos Tower    ,N/A  ,24th Mar 05  ,PSP,0.15
8828,Barbie Superpack: Secret Agent / Groovy Games    ,N/A  ,14th Sep 05  ,GBA,0.15
8829,Turbo Prop Racing    ,N/A  ,30th Jun 98  ,PS,0.15
8830,Tom Clancy's Ghost Recon    ,N/A  ,09th Feb 03  ,GC,0.15
8831,Dance Dance Revolution (North America)    ,N/A  ,09th May 01  ,PS,0.15
8832,Mad Dash Racing    ,N/A  ,14th Nov 01  ,XB,0.15
8833,Rubik's World    ,N/A  ,04th Nov 08  ,Wii,0.15
8834,Summon Night 5    ,N/A  ,15th Dec 15  ,PSP,0.15
8835,MotoGP 2: Ultimate Racing Technology    ,N/A  ,22nd Jan 02  ,PS2,0.15
8836,Black * Rock Shooter: The Game    ,N/A  ,31st Dec 20  ,PSP,0.15
8837,BMX XXX    ,N/A  ,16th Nov 02  ,PS2,0.15
8838,Dragon Ball Z: Idainaru Dragon Ball Densetsu    ,N/A  ,01st Jan 96  ,SAT,0.15
8839,Sonic Advance & Sonic Pinball Party Combo Pack    ,N/A  ,16th Nov 05  ,GBA,0.15
8840,Boktai: The Sun is in Your Hand    ,N/A  ,16th Sep 03  ,GBA,0.15
8841,Rayman Raving Rabbids    ,N/A  ,06th Mar 07  ,DS,0.15
8842,Ultimate Board Game Collection    ,N/A  ,14th Aug 07  ,Wii,0.15
8843,Kamen Rider: Climax Heroes OOO    ,N/A  ,02nd Dec 10  ,Wii,0.15
8844,Guilty Gear X2 #Reload    ,N/A  ,14th Sep 04  ,XB,0.15
8845,Super Robot Wars V    ,N/A  ,23rd Feb 17  ,PS4,0.15
8846,Wizardry VII: Gadeia no Houshu    ,N/A  ,13th Oct 95  ,PS,0.15
8847,Tiger Woods PGA Tour    ,N/A  ,14th Dec 04  ,DS,0.15
8848,Thor: God of Thunder    ,N/A  ,03rd May 11  ,PS3,0.15
8849,Elf: The Movie    ,N/A  ,04th Nov 04  ,GBA,0.15
8850,Cave Story 3D    ,N/A  ,08th Nov 11  ,3DS,0.15
8851,MLB SlugFest 20-03    ,N/A  ,03rd Sep 02  ,GC,0.15
8852,Tamagotchi no Appare! Niji Venture    ,N/A  ,29th Mar 07  ,DS,0.14
8853,Adventures to Go!    ,N/A  ,27th Oct 09  ,PSP,0.14
8854,Grabbed by the Ghoulies    ,N/A  ,21st Oct 03  ,XB,0.14
8855,Cars: Mater-National Championship    ,N/A  ,29th Oct 07  ,X360,0.14
8856,Shadow Hearts: From The New World    ,N/A  ,07th Mar 06  ,PS2,0.14
8857,CSI: 3 Dimensions of Murder    ,N/A  ,25th Sep 07  ,PS2,0.14
8858,Mega Man Powered Up    ,N/A  ,14th Mar 06  ,PSP,0.14
8859,Kid Adventures: Sky Captain    ,N/A  ,25th May 10  ,Wii,0.14
8860,Barbarian    ,N/A  ,27th Jun 02  ,PS2,0.14
8861,Has-Been Heroes    ,N/A  ,28th Mar 17  ,NS,0.14
8862,QuickSpot    ,N/A  ,19th Mar 07  ,DS,0.14
8863,Tennis no Oji-Sama: Aim at The Victory!    ,N/A  ,12th Dec 02  ,GBA,0.14
8864,Alien: Isolation    ,N/A  ,07th Oct 14  ,PC,0.14
8865,L.A. Rush    ,N/A  ,11th Oct 05  ,XB,0.14
8866,Spider-Man: Friend or Foe    ,N/A  ,02nd Oct 07  ,Wii,0.14
8867,"Lunar 2: Eternal Blue(sales, but wrong system)    ",N/A  ,22nd Dec 94  ,GEN,0.14
8868,Pipe Dreams 3D    ,N/A  ,23rd Oct 01  ,PS,0.14
8869,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken    ,N/A  ,26th Sep 17  ,PS4,0.14
8870,Heroes of Mana    ,N/A  ,14th Aug 07  ,DS,0.14
8871,Adrenalin Misfits    ,N/A  ,04th Nov 10  ,X360,0.14
8872,G.I. Joe: The Rise of Cobra    ,N/A  ,04th Aug 09  ,PSP,0.14
8873,Fox Sports Golf '99    ,N/A  ,30th Jun 98  ,PS,0.14
8874,Thor: God of Thunder    ,N/A  ,03rd May 11  ,X360,0.14
8875,Jurassic: The Hunted    ,N/A  ,03rd Nov 09  ,PS2,0.14
8876,Power Rangers: Super Legends    ,N/A  ,06th Nov 07  ,PS2,0.14
8877,Sakura Wars GB    ,N/A  ,28th Jul 00  ,GB,0.14
8878,Shining Force CD    ,N/A  ,21st Jul 94  ,SCD,0.14
8879,Class of Heroes    ,N/A  ,09th Jun 09  ,PSP,0.14
8880,Tony Hawk's Pro Skater 5    ,N/A  ,29th Sep 15  ,XOne,0.14
8881,SafeCracker: The Ultimate Puzzle Adventure    ,N/A  ,07th Dec 09  ,DS,0.14
8882,Fatal Frame    ,N/A  ,04th Mar 02  ,PS2,0.14
8883,Rayman 3    ,N/A  ,02nd Mar 03  ,GBA,0.14
8884,The Fifth Element    ,N/A  ,30th Sep 98  ,PS,0.14
8885,Cyberdimension Neptunia: 4 Goddesses Online    ,N/A  ,10th Oct 17  ,PS4,0.14
8886,Gungnir    ,N/A  ,12th Jun 12  ,PSP,0.14
8887,Okaeri! Chibi-Robo! Happy Richie Oosouji    ,N/A  ,23rd Jul 09  ,DS,0.14
8888,FIFA Street 2    ,N/A  ,28th Feb 06  ,PSP,0.14
8889,Wild ARMs 4    ,N/A  ,10th Jan 06  ,PS2,0.14
8890,Geometry Wars: Galaxies    ,N/A  ,27th Nov 07  ,DS,0.14
8891,Grand Kingdom    ,N/A  ,28th Jun 16  ,PS4,0.14
8892,Ratatouille    ,N/A  ,26th Jun 07  ,GC,0.14
8893,G.I. Joe: The Rise of Cobra    ,N/A  ,04th Aug 09  ,PS2,0.14
8894,Casper: Spirit Dimensions    ,N/A  ,30th Sep 01  ,PS2,0.14
8895,Super Robot Taisen OG Saga: Endless Frontier (JP sales)    ,N/A  ,28th Apr 09  ,DS,0.14
8896,Farming Simulator 2012    ,N/A  ,30th Mar 12  ,3DS,0.14
8897,Balloon Pop    ,N/A  ,23rd Oct 09  ,DS,0.14
8898,Hexyz Force    ,N/A  ,25th May 10  ,PSP,0.14
8899,Sengoku Musou 3 Empires    ,N/A  ,25th Aug 11  ,PS3,0.14
8900,Thunder Truck Rally    ,N/A  ,31st May 97  ,PS,0.14
8901,Naruto Shippuden: Ultimate Ninja Storm Legacy    ,N/A  ,25th Aug 17  ,XOne,0.14
8902,Arslan: The Warriors of Legend    ,N/A  ,09th Feb 16  ,PS4,0.14
8903,Klonoa: Empire of Dreams    ,N/A  ,11th Sep 01  ,GBA,0.14
8904,NFL Head Coach 09    ,N/A  ,03rd Sep 08  ,PS3,0.14
8905,Hidden Mysteries: Salem Secrets - Witch Trials of 1692    ,N/A  ,10th Nov 10  ,DS,0.14
8906,Iron & Blood    ,N/A  ,31st Oct 96  ,PS,0.14
8907,Second Sight    ,N/A  ,21st Sep 04  ,PS2,0.14
8908,Scarface: The World is Yours    ,N/A  ,12th Jun 07  ,Wii,0.14
8909,Mytran Wars    ,N/A  ,20th Oct 09  ,PSP,0.14
8910,Monster House    ,N/A  ,18th Jul 06  ,PS2,0.14
8911,Phantom Brave    ,N/A  ,31st Aug 04  ,PS2,0.14
8912,Diner Dash: Flo on the Go    ,N/A  ,20th Oct 09  ,DS,0.14
8913,Championship Motocross 2001 featuring Ricky Carmichael    ,N/A  ,30th Jan 01  ,PS,0.14
8914,Kenka Banchou 5: Otoko no Housoku    ,N/A  ,27th Jan 11  ,PSP,0.14
8915,Naruto: Ninja Council 3 (JP sales)    ,N/A  ,22nd May 07  ,DS,0.14
8916,Doshin the Giant    ,N/A  ,20th Sep 02  ,GC,0.14
8917,Pro Baseball Spirits 2015    ,N/A  ,26th Mar 15  ,PSV,0.14
8918,Mojo!    ,N/A  ,26th Aug 03  ,PS2,0.14
8919,Shrek 2 and Shark Tale 2-in-1 Pack    ,N/A  ,25th Aug 05  ,GBA,0.14
8920,Star Ocean: Blue Sphere    ,N/A  ,28th Jun 01  ,GB,0.14
8921,Front Mission Alternative    ,N/A  ,18th Dec 97  ,PS,0.14
8922,Kamen Rider Ryuki    ,N/A  ,28th Nov 02  ,PS,0.14
8923,FIFA Soccer 2005    ,N/A  ,09th Oct 04  ,GC,0.14
8924,World Championship Poker: Howard Lederer - All In    ,N/A  ,05th Sep 06  ,PSP,0.14
8925,"NewU Fitness First Mind Body, Yoga & Pilates Workout    ",N/A  ,13th Dec 10  ,Wii,0.14
8926,F1 2011    ,N/A  ,14th Feb 12  ,PSV,0.14
8927,Power Stone    ,N/A  ,31st Aug 99  ,DC,0.14
8928,Jonny Moseley Mad Trix    ,N/A  ,26th Dec 01  ,PS2,0.14
8929,Uta no * Prince-Sama: Repeat    ,N/A  ,11th Aug 11  ,PSP,0.14
8930,Senran Kagura Burst    ,N/A  ,14th Nov 13  ,3DS,0.14
8931,MTV Music Generator 3: This Is the Remix    ,N/A  ,22nd Jun 04  ,PS2,0.14
8932,Dragon Quest Builders 2    ,N/A  ,12th Jul 19  ,NS,0.14
8933,Cake Mania 3    ,N/A  ,13th Oct 09  ,DS,0.14
8934,Just Dance: Disney Party    ,N/A  ,23rd Oct 12  ,Wii,0.14
8935,Top Spin 4    ,N/A  ,15th Mar 11  ,Wii,0.14
8936,.hack//Link    ,N/A  ,04th Mar 10  ,PSP,0.14
8937,Terminator 3: Rise of the Machines    ,N/A  ,11th Nov 03  ,XB,0.14
8938,SSX On Tour    ,N/A  ,11th Oct 05  ,XB,0.14
8939,NCAA College Basketball 2K3    ,N/A  ,02nd Dec 02  ,XB,0.14
8940,Power Gig: Rise of the SixString    ,N/A  ,19th Oct 10  ,PS3,0.14
8941,Run for Money CHO Tousouchuu    ,N/A  ,09th Jul 15  ,3DS,0.14
8942,Victorious Boxers: Revolution    ,N/A  ,23rd Oct 07  ,Wii,0.14
8943,The Legend of Heroes II: Prophecy of the Moonlight Witch    ,N/A  ,20th Jun 06  ,PSP,0.14
8944,Pro Cycling Manager 2016    ,N/A  ,16th Jun 16  ,PS4,0.14
8945,Doom    ,N/A  ,28th Oct 01  ,GBA,0.14
8946,Super Dodgeball Brawlers    ,N/A  ,27th May 08  ,DS,0.14
8947,Mary-Kate and Ashley: Winners Circle    ,N/A  ,05th Mar 01  ,PS,0.14
8948,PaRappa The Rapper 2    ,N/A  ,23rd Jan 02  ,PS2,0.14
8949,OutRun 2    ,N/A  ,25th Oct 04  ,XB,0.14
8950,Okami HD    ,N/A  ,30th Oct 12  ,PS3,0.14
8951,Marvel vs. Capcom 2    ,N/A  ,29th Jun 00  ,DC,0.14
8952,Drawn to Life Collection    ,N/A  ,23rd Nov 10  ,DS,0.14
8953,Fast Food Panic    ,N/A  ,05th Jan 10  ,DS,0.14
8954,PANGYA: Fantasy Golf    ,N/A  ,23rd Jun 09  ,PSP,0.14
8955,Shining Resonance    ,N/A  ,11th Dec 14  ,PS3,0.14
8956,Hitman: Blood Money    ,N/A  ,30th May 06  ,XB,0.14
8957,Soukaigi    ,N/A  ,28th May 98  ,PS,0.14
8958,Pipe Mania    ,N/A  ,26th Sep 08  ,PS2,0.14
8959,Xevious 3D/G+    ,N/A  ,30th Jun 97  ,PS,0.14
8960,Gretzky NHL 06    ,N/A  ,04th Oct 05  ,PSP,0.14
8961,Shonen Jump's Shaman King: Master of Spirits    ,N/A  ,09th Nov 04  ,GBA,0.14
8962,Pro Yakyuu Spirits 2014    ,N/A  ,20th Mar 14  ,PS3,0.14
8963,NFL Blitz 20-03    ,N/A  ,12th Aug 02  ,XB,0.14
8964,Pirates: The Legend of Black Kat    ,N/A  ,17th Feb 02  ,PS2,0.14
8965,Fur Fighters: Viggo's Revenge    ,N/A  ,03rd Jun 01  ,PS2,0.14
8966,Battlefield: Hardline    ,N/A  ,17th Mar 15  ,PC,0.14
8967,Murdered: Soul Suspect    ,N/A  ,03rd Jun 14  ,PS3,0.14
8968,Krull    ,N/A  ,01st Jan 83  ,2600,0.14
8969,Under Night In-Birth    ,N/A  ,24th Feb 15  ,PS3,0.14
8970,Mx vs. ATV Reflex    ,N/A  ,01st Dec 09  ,DS,0.14
8971,Yu-Gi-Oh! Monster Capture GB    ,N/A  ,13th Apr 00  ,GB,0.14
8972,Ford Racing Off Road    ,N/A  ,23rd Sep 08  ,PSP,0.14
8973,Dream Pinball 3D    ,N/A  ,22nd Apr 08  ,Wii,0.14
8974,Hero's Saga Laevatein Tactics    ,N/A  ,13th Oct 09  ,DS,0.14
8975,Zapper: One Wicked Cricket!    ,N/A  ,05th Nov 02  ,GBA,0.14
8976,Metal Slug Anthology    ,N/A  ,14th Dec 06  ,Wii,0.14
8977,The Da Vinci Code    ,N/A  ,15th May 06  ,PS2,0.14
8978,Scooby-Doo! Night of 100 Frights    ,N/A  ,27th Aug 03  ,XB,0.14
8979,Our House Party!    ,N/A  ,22nd Sep 09  ,Wii,0.14
8980,Chicken Shoot    ,N/A  ,10th Jul 07  ,DS,0.14
8981,Dead to Rights    ,N/A  ,25th Nov 02  ,GC,0.14
8982,Arctic Tale    ,N/A  ,08th Oct 07  ,DS,0.14
8983,Bejeweled 3    ,N/A  ,15th Nov 11  ,X360,0.14
8984,Sphinx and the Cursed Mummy    ,N/A  ,10th Nov 03  ,GC,0.14
8985,Cranium Kabookii    ,N/A  ,04th Dec 07  ,Wii,0.14
8986,Cabela's Outdoor Adventures (2009)    ,N/A  ,08th Sep 09  ,PS2,0.14
8987,South Park: The Fractured But Whole    ,9.5,24th Apr 18  ,NS,0.14
8988,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy    ,N/A  ,31st Mar 99  ,PS,0.14
8989,The Lord of the Rings: Aragorn's Quest    ,N/A  ,14th Sep 10  ,PSP,0.14
8990,Risen 2: Dark Waters    ,N/A  ,31st Jul 12  ,X360,0.14
8991,Naruto RPG 2: Chidori vs Rasengan    ,N/A  ,14th Jul 05  ,DS,0.14
8992,Nicktoons MLB    ,N/A  ,13th Sep 11  ,Wii,0.14
8993,TRINITY: Souls of Zill O'll    ,N/A  ,08th Feb 11  ,PS3,0.14
8994,Horse Life Adventures    ,N/A  ,27th Oct 09  ,Wii,0.14
8995,Destruction Derby Raw    ,N/A  ,26th Sep 00  ,PS,0.14
8996,Project V6    ,N/A  ,26th Feb 98  ,PS,0.14
8997,Adventure Time: Finn & Jake Investigations    ,N/A  ,20th Oct 15  ,PS4,0.14
8998,The Walking Dead: Season Two    ,N/A  ,21st Oct 14  ,XOne,0.14
8999,World Tour Soccer 2003    ,N/A  ,10th Feb 03  ,PS2,0.14
9000,Akiba's Trip    ,N/A  ,19th May 11  ,PSP,0.14
9001,Virtua Tennis 4    ,N/A  ,10th May 11  ,Wii,0.14
9002,Bravo Air Race    ,N/A  ,30th Sep 97  ,PS,0.14
9003,Onimusha Essentials    ,N/A  ,13th Nov 08  ,PS2,0.14
9004,Gundam: The Battle Master    ,N/A  ,20th Jun 97  ,PS,0.14
9005,Spyro: A Hero's Tail    ,N/A  ,03rd Nov 04  ,XB,0.14
9006,¡Shin Chan Flipa en colores!    ,N/A  ,16th Nov 07  ,DS,0.14
9007,Pro Evolution Soccer 2015    ,N/A  ,11th Nov 14  ,X360,0.14
9008,Taiko no Tatsujin: Don Don! Mystery Adventure    ,N/A  ,16th Jun 16  ,3DS,0.14
9009,Eternal Poison    ,N/A  ,11th Nov 08  ,PS2,0.14
9010,Backyard Sports: Sandlot Sluggers    ,N/A  ,25th May 10  ,DS,0.14
9011,Guilty Gear Xrd -Revelator-    ,N/A  ,07th Jun 16  ,PS4,0.14
9012,Gretzky NHL 06    ,N/A  ,20th Sep 05  ,PS2,0.14
9013,Gungrave: Overdose    ,N/A  ,15th Sep 04  ,PS2,0.14
9014,Kidou Senshi Gundam: Shin Gihren no Yabou    ,N/A  ,25th Aug 11  ,PSP,0.14
9015,We Happy Few    ,N/A  ,10th Aug 18  ,PS4,0.14
9016,Rocksmith 2014 Edition Remastered    ,N/A  ,04th Oct 16  ,PS4,0.14
9017,Assassination Classroom: Grand Siege on Korosensei    ,N/A  ,12th Mar 15  ,3DS,0.14
9018,NBA ShootOut 2002    ,N/A  ,01st Sep 01  ,PS,0.14
9019,The Granstream Saga    ,N/A  ,30th Jun 98  ,PS,0.14
9020,Mr. Driller: Drill Spirits    ,N/A  ,30th Nov 04  ,DS,0.14
9021,Baldur's Gate: Dark Alliance    ,N/A  ,18th Nov 02  ,GC,0.14
9022,Bassmasters 2000    ,N/A  ,16th Dec 99  ,N64,0.14
9023,Bio FREAKS    ,N/A  ,31st May 98  ,N64,0.14
9024,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?    ",N/A  ,16th Jul 09  ,PSP,0.14
9025,Micro Machines 64 Turbo    ,N/A  ,24th Mar 99  ,N64,0.14
9026,WCW Backstage Assault    ,N/A  ,12th Dec 00  ,N64,0.14
9027,Eternal Eyes    ,N/A  ,31st Oct 00  ,PS,0.14
9028,Gallop & Ride!    ,N/A  ,20th Nov 08  ,Wii,0.14
9029,Fate/Unlimited Codes    ,N/A  ,18th Dec 08  ,PS2,0.14
9030,Atari's Greatest Hits: Volume 1    ,N/A  ,02nd Nov 10  ,DS,0.14
9031,The Operative: No One Lives Forever    ,N/A  ,16th Apr 02  ,PS2,0.14
9032,Epidemic    ,N/A  ,31st Oct 96  ,PS,0.14
9033,Monster House    ,N/A  ,18th Jul 06  ,GC,0.14
9034,Yogi Bear: The Video Game    ,N/A  ,07th Dec 10  ,DS,0.14
9035,Asphalt: Urban GT 2    ,N/A  ,14th Nov 06  ,DS,0.14
9036,Dead or Alive 2    ,N/A  ,29th Feb 00  ,DC,0.14
9037,X-Blades    ,N/A  ,10th Feb 09  ,X360,0.14
9038,Buck Fever    ,N/A  ,17th Nov 09  ,Wii,0.14
9039,Cabela's African Safari    ,N/A  ,21st Nov 06  ,X360,0.14
9040,Wild ARMs XF    ,N/A  ,11th Mar 08  ,PSP,0.14
9041,NCAA Basketball Final Four 97    ,N/A  ,31st Mar 97  ,PS,0.14
9042,Hot Wheels: Beat That!    ,N/A  ,30th Sep 07  ,Wii,0.14
9043,Ecco the Dolphin: Defender of the Future    ,N/A  ,03rd Mar 02  ,PS2,0.14
9044,The Bombing Islands    ,N/A  ,26th Apr 01  ,PS,0.14
9045,Just Cause    ,N/A  ,27th Sep 06  ,X360,0.14
9046,Chikyuu Boueigun 2 Portable    ,N/A  ,07th Apr 11  ,PSP,0.14
9047,Let's Cheer    ,N/A  ,07th Nov 11  ,X360,0.14
9048,The Darkness II    ,N/A  ,07th Feb 12  ,PC,0.14
9049,Gyakuten Saiban 2    ,N/A  ,18th Oct 02  ,GBA,0.14
9050,Godzilla: Save the Earth    ,N/A  ,16th Nov 04  ,XB,0.14
9051,LEGO The Lord of the Rings    ,N/A  ,30th Oct 12  ,DS,0.14
9052,Moshi Monsters: Katsuma Unleashed    ,N/A  ,05th Nov 13  ,DS,0.14
9053,Micro Machines    ,N/A  ,19th Mar 03  ,PS2,0.14
9054,Detective Barbie: The Mystery Cruise    ,N/A  ,01st Jan 00  ,PS,0.14
9055,Jim Henson's the Muppets: On With the Show!     ,N/A  ,18th Mar 03  ,GBA,0.14
9056,Desire    ,N/A  ,11th Sep 97  ,SAT,0.14
9057,College Hoops 2K8    ,N/A  ,19th Nov 07  ,PS3,0.14
9058,MySims Collection    ,N/A  ,09th Nov 10  ,Wii,0.14
9059,Mega Man X Legacy Collection 1+2    ,N/A  ,24th Jul 18  ,PS4,0.14
9060,Resident Evil: Revelations 2    ,N/A  ,20th Mar 15  ,XOne,0.14
9061,Frank Thomas Big Hurt Baseball    ,N/A  ,05th Jun 96  ,PS,0.14
9062,Tim Burton's The Nightmare Before Christmas: The Pumpkin King    ,N/A  ,10th Oct 05  ,GBA,0.14
9063,Power Pro Kun Pocket 8    ,N/A  ,01st Dec 05  ,DS,0.14
9064,Enclave    ,N/A  ,29th Jul 02  ,XB,0.14
9065,Sid Meier's Pirates!    ,N/A  ,11th Jul 05  ,XB,0.14
9066,Dishonored: Death of the Outsider    ,N/A  ,15th Sep 17  ,XOne,0.14
9067,The Crew: Wild Run    ,N/A  ,17th Nov 15  ,PS4,0.14
9068,Bottom of the 9th    ,N/A  ,04th Apr 96  ,PS,0.14
9069,Dino Crisis 3    ,N/A  ,16th Sep 03  ,XB,0.14
9070,The Orange Box    ,N/A  ,10th Oct 07  ,PC,0.14
9071,NFL Blitz 20-03    ,N/A  ,12th Aug 02  ,GC,0.14
9072,Star Wars: Knights of the Old Republic    ,N/A  ,18th Nov 03  ,PC,0.14
9073,The King of Fighters '94 (CD)    ,N/A  ,01st Jan 94  ,NG,0.14
9074,Eragon    ,N/A  ,14th Nov 06  ,X360,0.14
9075,Barbie Explorer    ,N/A  ,04th Sep 01  ,PS,0.14
9076,Disney's Chicken Little    ,N/A  ,18th Oct 05  ,XB,0.14
9077,Secret Agent Clank    ,N/A  ,17th Jun 08  ,PSP,0.14
9078,Agile Warrior F-111X    ,N/A  ,21st Nov 95  ,PS,0.14
9079,Dynasty Warriors 7: Empires    ,N/A  ,08th Nov 12  ,PS3,0.14
9080,Scene It? Bright Lights! Big Screen!    ,N/A  ,17th Nov 09  ,Wii,0.14
9081,Jikkyou Powerful Pro Yakyuu Wii     ,N/A  ,19th Jul 07  ,Wii,0.14
9082,BIT.TRIP SAGA    ,N/A  ,13th Sep 11  ,3DS,0.14
9083,How to Train Your Dragon    ,N/A  ,23rd Mar 10  ,X360,0.14
9084,Spider-Man: Edge of Time    ,N/A  ,04th Oct 11  ,DS,0.14
9085,Ultimate Marvel vs. Capcom 3    ,N/A  ,07th Mar 17  ,XOne,0.14
9086,Super Puzzle Fighter II Turbo    ,N/A  ,30th Nov 96  ,PS,0.14
9087,Star Wars: Jedi Power Battles    ,N/A  ,21st Nov 02  ,GBA,0.14
9088,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation    ,N/A  ,05th Jun 03  ,GC,0.14
9089,MXGP 2    ,N/A  ,21st Jun 16  ,PS4,0.14
9090,My Hero One's Justice    ,N/A  ,26th Oct 18  ,XOne,0.14
9091,Space Venus starring Morning Musume    ,N/A  ,11th Jan 01  ,PS2,0.14
9092,Dragon Age: Origins - Ultimate Edition    ,N/A  ,12th Oct 10  ,PC,0.14
9093,To Heart    ,N/A  ,25th Mar 99  ,PS,0.14
9094,Monster Lab    ,N/A  ,04th Nov 08  ,DS,0.14
9095,Doukyuusei    ,N/A  ,23rd Nov 95  ,PCE,0.14
9096,RockMan & Forte    ,N/A  ,24th Apr 98  ,SNES,0.14
9097,The Walking Dead: Season Two    ,N/A  ,01st Jan 14  ,PSV,0.14
9098,History Channel: Civil War - A Nation Divided    ,N/A  ,14th Nov 06  ,X360,0.14
9099,Master Jin Jin's IQ Challenge    ,N/A  ,08th Oct 07  ,DS,0.14
9100,Persona 4 Arena Ultimax    ,N/A  ,30th Sep 14  ,PS3,0.14
9101,Gundam Breaker 3    ,N/A  ,03rd Mar 16  ,PSV,0.14
9102,FIFA 06 Soccer    ,N/A  ,04th Oct 05  ,GC,0.14
9103,Rayman Arena    ,N/A  ,24th Sep 02  ,GC,0.14
9104,4X4 EVO 2    ,N/A  ,09th Sep 02  ,GC,0.14
9105,Pro Yakyuu Netsu Star 2006    ,N/A  ,06th Apr 06  ,PS2,0.14
9106,Blazing Angels 2: Secret Missions of WWII    ,N/A  ,18th Sep 07  ,X360,0.14
9107,Rodea the Sky Soldier    ,N/A  ,10th Nov 15  ,WiiU,0.14
9108,Rio    ,N/A  ,12th Apr 11  ,PS3,0.14
9109,NBA 2K13    ,N/A  ,18th Nov 12  ,WiiU,0.14
9110,Cyber Sled    ,N/A  ,18th Oct 95  ,PS,0.14
9111,Puyo Puyo!! 20th Anniversary    ,N/A  ,14th Jul 11  ,DS,0.14
9112,Shining Soul    ,N/A  ,23rd Sep 03  ,GBA,0.14
9113,Ys VIII: Lacrimosa of Dana    ,N/A  ,12th Sep 17  ,PSV,0.14
9114,Ape Escape Academy (jp sales)    ,N/A  ,17th Jan 06  ,PSP,0.14
9115,Paws & Claws: Pet Vet 2    ,N/A  ,07th Aug 07  ,DS,0.14
9116,Overstrike    ,N/A  ,28th May 13  ,X360,0.14
9117,Create    ,N/A  ,16th Nov 10  ,X360,0.14
9118,In the Hunt    ,N/A  ,01st Mar 96  ,PS,0.14
9119,Daytona USA Championship Circuit Edition    ,N/A  ,25th Nov 96  ,SAT,0.14
9120,Marvel vs. Capcom 2    ,N/A  ,27th Mar 03  ,XB,0.14
9121,Sega Genesis Collection    ,N/A  ,07th Nov 06  ,PS2,0.14
9122,NCIS    ,N/A  ,01st Nov 11  ,X360,0.14
9123,Hard Rock Casino    ,N/A  ,24th Apr 07  ,PSP,0.14
9124,Imagine: Fashion Stylist    ,N/A  ,02nd Nov 10  ,DS,0.14
9125,Fear Factor: Unleashed    ,N/A  ,17th Nov 04  ,GBA,0.14
9126,Robots    ,N/A  ,24th Feb 05  ,DS,0.14
9127,Deception IV: Blood Ties    ,N/A  ,25th Mar 14  ,PSV,0.14
9128,Alvin and the Chipmunks    ,N/A  ,04th Dec 07  ,DS,0.14
9129,Heroes over Europe    ,N/A  ,15th Sep 09  ,X360,0.14
9130,Houshinengi    ,N/A  ,10th Sep 98  ,PS,0.14
9131,Valhalla Knights: Eldar Saga    ,7.9,29th Sep 09  ,Wii,0.14
9132,7th Dragon    ,N/A  ,05th Mar 09  ,DS,0.14
9133,Pet Pals: Animal Doctor    ,N/A  ,11th Nov 08  ,Wii,0.14
9134,LEGO Island Xtreme Stunts    ,N/A  ,15th Nov 02  ,GBA,0.14
9135,Happy Feet    ,N/A  ,13th Nov 06  ,Wii,0.14
9136,MotoGP 17    ,N/A  ,11th Jul 17  ,PS4,0.14
9137,Bust-A-Move Deluxe    ,N/A  ,04th Apr 06  ,PSP,0.14
9138,UEFA Euro 2004: Portugal    ,N/A  ,04th May 04  ,PS2,0.14
9139,World Soccer Winning Eleven 9 Bonus Pack    ,N/A  ,26th Jan 06  ,PS2,0.14
9140,Hot Wheels: World Race    ,N/A  ,14th Nov 03  ,GBA,0.14
9141,Major League Baseball 2K8    ,N/A  ,03rd Mar 08  ,Wii,0.14
9142,Touch My Katamari     ,N/A  ,21st Feb 12  ,PSV,0.14
9143,NBA Jam    ,N/A  ,23rd Sep 03  ,XB,0.14
9144,Hyperdimension Neptunia Re;Birth1    ,N/A  ,26th Aug 14  ,PSV,0.14
9145,World Tour Soccer 2002    ,N/A  ,17th Feb 02  ,PS2,0.14
9146,Scene It? Bright Lights! Big Screen!    ,N/A  ,17th Nov 09  ,X360,0.14
9147,Fairy Fencer F: Advent Dark Force    ,N/A  ,26th Jul 16  ,PS4,0.14
9148,Interactive Sampler Disc 6     ,N/A  ,01st Jan 98  ,PS,0.14
9149,Jikkyou Powerful Pro Baseball Heroes    ,N/A  ,15th Dec 16  ,3DS,0.14
9150,Apex    ,N/A  ,17th Feb 03  ,XB,0.14
9151,Kamen Rider Battle: Ganbaride Card Battle Taisen    ,N/A  ,29th Jul 10  ,DS,0.14
9152,Tomb Raider: The Prophecy    ,N/A  ,12th Nov 02  ,GBA,0.14
9153,Vampire Night    ,N/A  ,14th Nov 01  ,PS2,0.14
9154,Go Play: Circus Star    ,N/A  ,09th Jun 09  ,Wii,0.14
9155,Metal Slug 7    ,N/A  ,18th Nov 08  ,DS,0.14
9156,Guilty Gear    ,N/A  ,31st Oct 98  ,PS,0.14
