,title,user_Score,release_Date,console,publisher,developer,tot_ship,tot_sale,na_sale,pal_sale,keydata,other_sale,last_update,VGscore
9140,Harry Potter and the Prisoner of Azkaban    ,N/A  ,02nd Jun 04  ,XB,Electronic Arts  ,Electronic Arts  ,,0.19m,0.14m,0.04m,0.19m,0.01m,,N/A  
9141,The Dark Eye: Chains of Satinav    ,N/A  ,22nd Jun 12  ,PC,Daedalic Entertainment  ,Daedalic Entertainment  ,0.19m,,,,0.19m,,,N/A  
9142,Sudoku Gridmaster (JP sales)    ,N/A  ,26th Jun 06  ,DS,Nintendo  ,Hudson Soft  ,,0.19m,,,0.19m,,,N/A  
9143,Remember Me    ,N/A  ,04th Jun 13  ,X360,Capcom  ,DONTNOD Entertainment  ,,0.19m,0.11m,0.06m,0.19m,0.02m,03rd Feb 18,N/A  
9144,Driver: San Francisco    ,N/A  ,27th Sep 11  ,PC,Ubisoft  ,Ubisoft Reflections  ,,0.19m,0.06m,0.10m,0.19m,0.03m,,N/A  
9145,College Slam    ,N/A  ,01st Jan 96  ,PS,Acclaim Entertainment  ,Iguana Entertainment  ,,0.19m,0.10m,0.07m,0.19m,0.01m,,N/A  
9146,Monsters vs. Aliens    ,N/A  ,24th Mar 09  ,PS2,Activision  ,Beenox  ,,0.19m,0.11m,0.00m,0.19m,0.08m,,N/A  
9147,The Testament of Sherlock Holmes    ,N/A  ,30th Sep 12  ,PC,Focus Home Interactive  ,Frogwares  ,0.19m,,,,0.19m,,,N/A  
9148,How to Train Your Dragon 2    ,N/A  ,10th Jun 14  ,Wii,Little Orbit  ,Torus Games  ,,0.19m,0.04m,0.14m,0.19m,0.01m,17th Mar 18,N/A  
9149,Creed: Rise to Glory    ,N/A  ,25th Sep 18  ,PS4,Sony Interactive Entertainment  ,Survios  ,,0.19m,0.15m,,0.19m,0.04m,24th Aug 18,N/A  
9150,God Eater 3    ,N/A  ,08th Feb 19  ,PS4,Bandai Namco Entertainment  ,Bandai Namco Studios  ,,0.19m,,,0.19m,,19th Dec 18,N/A  
9151,Pro Evolution Soccer 2014    ,N/A  ,14th Nov 13  ,3DS,Konami Digital Entertainment  ,Konami  ,,0.19m,,,0.19m,,02nd Mar 18,N/A  
9152,Pro Yakyuu Spirits 4    ,N/A  ,01st Apr 07  ,PS2,Konami  ,PawaPuro Production  ,,0.19m,,,0.19m,,,N/A  
9153,Risen     ,N/A  ,23rd Feb 10  ,X360,Deep Silver  ,Piranha Bytes  ,,0.19m,0.07m,0.11m,0.19m,0.01m,,N/A  
9154,Tamagotchi Party On!    ,N/A  ,29th May 07  ,Wii,Namco Bandai  ,High Horse Entertainment  ,,0.19m,0.12m,0.00m,0.19m,0.01m,,N/A  
9155,Beyblade: Metal Fusion - Battle Fortress    ,N/A  ,02nd Nov 10  ,Wii,Konami  ,Konami  ,,0.19m,0.15m,,0.19m,0.01m,,N/A  
9156,A Hat in Time    ,N/A  ,05th Oct 17  ,PC,Gears for Breakfast  ,Gears for Breakfast  ,0.19m,,,,0.19m,,01st Aug 18,N/A  
9157,Daigasso! Band Brothers    ,N/A  ,02nd Dec 04  ,DS,Nintendo  ,Nintendo R&D2  ,,0.19m,,,0.19m,,,N/A  
9158,Family Feud: 2012 Edition    ,N/A  ,18th Oct 11  ,Wii,Ubisoft  ,Ubisoft  ,,0.19m,0.17m,,0.19m,0.01m,,N/A  
9159,Rise of the Kasai    ,N/A  ,05th Apr 05  ,PS2,Sony Computer Entertainment  ,BottleRocket Entertainment  ,,0.19m,0.09m,0.07m,0.19m,0.02m,,N/A  
9160,Thoroughbred Breeder    ,N/A  ,27th Aug 93  ,SNES,Hect  ,Hector  ,,0.19m,,,0.19m,,,N/A  
9161,Momotarou Dentetsu World    ,N/A  ,02nd Dec 10  ,DS,Hudson Soft  ,Hudson Soft  ,,0.19m,,,0.19m,,,N/A  
9162,Nostalgia    ,N/A  ,27th Oct 09  ,DS,Ignition Entertainment  ,Matrix Software / RED Entertainment  ,,0.19m,0.16m,,0.19m,0.01m,,8.2
9163,Dynasty Warriors Gundam    ,N/A  ,28th Aug 07  ,X360,Namco Bandai  ,Omega Force  ,,0.19m,0.15m,0.01m,0.19m,0.01m,,N/A  
9164,BitMaster    ,N/A  ,N/A  ,PC,Unknown  ,Vladimir Shlapak  ,0.19m,,,,0.19m,,02nd Mar 19,N/A  
9165,Rango: The Video Game    ,N/A  ,01st Mar 11  ,PS3,Paramount Digital Entertainment  ,Behaviour Studios  ,,0.19m,0.07m,0.09m,0.19m,0.03m,,N/A  
9166,"Ni Hao, Kai-lan: Super Game Day    ",N/A  ,26th Oct 09  ,Wii,2K Play  ,High Voltage Software  ,,0.19m,0.17m,0.00m,0.19m,0.01m,,N/A  
9167,Chibi-Robo! Park Patrol    ,N/A  ,02nd Oct 07  ,DS,Nintendo  ,skip Ltd.  ,,0.19m,,,0.19m,,,N/A  
9168,Binary Domain    ,N/A  ,28th Feb 12  ,X360,Sega  ,Amusement Vision  ,,0.19m,0.09m,0.07m,0.19m,0.02m,06th Aug 18,N/A  
9169,Major League Baseball 2K10    ,N/A  ,02nd Mar 10  ,PS3,2K Sports  ,Visual Concepts  ,,0.19m,0.17m,,0.19m,0.02m,,N/A  
9170,Tokyo Xanadu    ,N/A  ,30th Jun 17  ,PSV,Aksys Games  ,Nihon Falcom Corporation  ,,0.19m,0.02m,,0.19m,0.01m,25th Jun 18,N/A  
9171,One Piece: Unlimited Adventure    ,N/A  ,22nd Jan 08  ,Wii,Namco Bandai  ,Ganbarion  ,,0.19m,0.07m,,0.19m,0.01m,,N/A  
9172,Crash & Spyro Superpack    ,N/A  ,20th Dec 05  ,GBA,Vivendi Games  ,VU Games  ,,0.19m,0.13m,0.05m,0.19m,0.00m,,N/A  
9173,Batman: A Telltale Game Series    ,N/A  ,13th Sep 16  ,PS4,Telltale Games  ,Telltale Games  ,,0.19m,0.09m,0.07m,0.19m,0.03m,16th Apr 18,N/A  
9174,Tekken Tag Tournament 2    ,N/A  ,18th Nov 12  ,WiiU,Namco Bandai Games  ,Bandai Namco Games  ,,0.19m,0.09m,0.07m,0.19m,0.01m,21st Apr 18,N/A  
9175,The Ball    ,N/A  ,18th Jan 11  ,PC,Tripwire Interactive  ,Teotl Studios  ,0.19m,,,,0.19m,,,N/A  
9176,Mirror's Edge Catalyst    ,N/A  ,07th Jun 16  ,XOne,Electronic Arts  ,EA DICE  ,,0.19m,0.11m,0.06m,0.19m,0.02m,04th Sep 18,N/A  
9177,ThunderStrike 2    ,N/A  ,01st Jan 95  ,PS,Core Design Ltd.  ,Core Design Ltd.  ,,0.19m,0.10m,0.07m,0.19m,0.01m,,N/A  
9178,Eldritch    ,N/A  ,N/A  ,PC,Unknown  ,Minor Key Games  ,0.19m,,,,0.19m,,02nd Mar 19,N/A  
9179,Dreamfall Chapters    ,N/A  ,01st Nov 14  ,PC,Unknown  ,Unknown  ,0.19m,,,,0.19m,,,N/A  
9180,Pro Yakyuu Spirits 2012    ,N/A  ,29th Mar 12  ,PS3,Konami Digital Entertainment  ,Konami  ,,0.19m,,,0.19m,,03rd Nov 18,N/A  
9181,Barbie Horse Adventures: Riding Camp    ,N/A  ,21st Oct 08  ,Wii,Activision  ,Pixel Tales  ,,0.19m,0.17m,0.00m,0.19m,0.01m,,N/A  
9182,Warriors: Legends of Troy    ,N/A  ,08th Mar 11  ,PS3,Tecmo Koei  ,Tecmo Koei Canada  ,,0.19m,0.06m,0.05m,0.19m,0.02m,,N/A  
9183,Jeep Thrills    ,N/A  ,14th Oct 08  ,Wii,DSI Games  ,Game Sauce  ,,0.19m,0.17m,0.00m,0.19m,0.01m,,N/A  
9184,Super Real Mahjong P V    ,N/A  ,26th May 95  ,SAT,Seta Corporation  ,Seta Corporation  ,,0.19m,,,0.19m,,,N/A  
9185,The Adventures of Jimmy Neutron Boy Genius: Game Boy Advance Video Volume 1    ,N/A  ,10th Jun 04  ,GBA,Majesco  ,Majesco Games  ,,0.19m,0.13m,0.05m,0.19m,0.00m,,N/A  
9186,Face Training    ,N/A  ,24th Sep 10  ,DS,Nintendo  ,Intelligent Systems  ,,0.19m,,0.00m,0.19m,0.00m,,N/A  
9187,Penguin no Mondai X: Tenkuu no 7 Senshi    ,N/A  ,23rd Jul 09  ,DS,Konami  ,Konami  ,,0.19m,,,0.19m,,,N/A  
9188,The Scorpion King: Sword of Osiris    ,N/A  ,31st Mar 02  ,GBA,Vivendi Games  ,WayForward  ,,0.19m,0.13m,0.05m,0.19m,0.00m,,N/A  
9189,Bubsy 3D    ,N/A  ,26th Nov 96  ,PS,Accolade  ,Eidetic  ,,0.19m,0.10m,0.07m,0.19m,0.01m,,N/A  
9190,SBK X: Superbike World Championship    ,N/A  ,07th Dec 10  ,X360,Deep Silver  ,Milestone S.r.l  ,,0.19m,0.10m,0.07m,0.19m,0.02m,,N/A  
9191,Mathews Bowhunting    ,N/A  ,23rd Nov 10  ,Wii,Zoo Games  ,Zoo Games  ,,0.19m,0.18m,,0.19m,0.01m,,N/A  
9192,Earth Defense Force: Insect Armageddon    ,N/A  ,05th Jul 11  ,X360,D3 Publisher  ,Vicious Cycle  ,,0.19m,0.10m,0.04m,0.19m,0.01m,,N/A  
9193,The Surge    ,N/A  ,16th May 17  ,PS4,Focus Home Interactive  ,DECK13 Interactive  ,,0.19m,0.07m,0.08m,0.19m,0.03m,06th Jan 18,N/A  
9194,Hydrophobia: Prophecy    ,N/A  ,09th May 11  ,PC,Dark Energy Digital  ,Dark Energy Digital  ,0.19m,,,,0.19m,,,N/A  
9195,Fran Bow    ,N/A  ,27th Aug 15  ,PC,Killmonday Games  ,Killmonday Games  ,0.19m,,,,0.19m,,06th Jan 18,N/A  
9196,NCAA Final Four 2001    ,N/A  ,18th Dec 00  ,PS2,Sony Computer Entertainment  ,989 Sports  ,,0.19m,0.09m,0.07m,0.19m,0.02m,,N/A  
9197,Half-Minute Hero    ,N/A  ,13th Oct 09  ,PSP,Xseed Games  ,Opus Studio  ,,0.19m,0.08m,0.02m,0.19m,0.02m,,8.5
9198,Nascar Unleashed    ,N/A  ,01st Nov 11  ,Wii,Activision  ,Activision  ,,0.19m,0.17m,,0.19m,0.02m,,N/A  
9199,Robin Hood: Defender of the Crown    ,N/A  ,30th Sep 03  ,PS2,Capcom  ,Cinemaware  ,,0.19m,0.09m,0.07m,0.19m,0.02m,,N/A  
9200,SD Gundam GX    ,N/A  ,27th May 94  ,SNES,Bandai  ,Bec  ,,0.19m,,,0.19m,,,N/A  
9201,R-Type Final    ,N/A  ,03rd Feb 04  ,PS2,Eidos Interactive  ,Irem Software Engineering  ,,0.19m,0.09m,0.07m,0.19m,0.02m,,N/A  
9202,Saints Row IV    ,N/A  ,20th Aug 13  ,PC,Deep Silver  ,Volition Inc.  ,,0.19m,0.11m,0.06m,0.19m,0.02m,02nd Apr 18,N/A  
9203,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby)    ,N/A  ,01st Apr 11  ,PC,Dejobaan Games  ,Dejobaan Games  ,0.19m,,,,0.19m,,,N/A  
9204,GRID: Autosport    ,N/A  ,24th Jun 14  ,PS3,Codemasters  ,Codemasters  ,,0.19m,0.05m,0.10m,0.19m,0.03m,04th Nov 18,N/A  
9205,Jackie Chan Adventures: Legend of the Dark Hand    ,N/A  ,06th Nov 01  ,GBA,Activision  ,Torus Games  ,,0.19m,0.13m,0.05m,0.19m,0.00m,,N/A  
9206,Bolt    ,N/A  ,18th Nov 08  ,PS3,Disney Interactive Studios  ,Avalanche Software  ,,0.19m,0.12m,0.05m,0.19m,0.02m,,N/A  
9207,Shadows of the Damned    ,N/A  ,21st Jun 11  ,X360,Electronic Arts  ,Grasshopper Manufacture  ,,0.19m,0.10m,0.06m,0.19m,0.02m,,N/A  
9208,Sega GT 2002    ,N/A  ,02nd Sep 02  ,XB,Sega  ,Wow Entertainment  ,,0.19m,0.12m,0.03m,0.19m,0.01m,,N/A  
9209,Ty the Tasmanian Tiger 3: Night of the Quinkan    ,N/A  ,12th Oct 05  ,PS2,Activision  ,Krome Studios  ,,0.19m,0.09m,0.07m,0.19m,0.02m,,N/A  
9210,Disney's Meet the Robinsons    ,N/A  ,27th Mar 07  ,Wii,Disney Interactive Studios  ,Avalanche Software  ,,0.19m,0.17m,0.00m,0.19m,0.01m,,N/A  
9211,Samurai Warriors 2: Empires    ,N/A  ,27th Feb 07  ,PS2,KOEI  ,Omega Force  ,,0.19m,,,0.19m,,,N/A  
9212,Blood Omen 2    ,N/A  ,21st Mar 02  ,XB,Eidos Interactive  ,Crystal Dynamics  ,,0.19m,0.14m,0.04m,0.19m,0.01m,,N/A  
9213,Saw II: Flesh & Blood    ,N/A  ,19th Oct 10  ,PS3,Konami  ,Zombie Studios  ,,0.19m,0.10m,0.06m,0.19m,0.02m,,N/A  
9214,Need for Speed: Shift 2 Unleashed    ,N/A  ,29th Mar 11  ,PC,Electronic Arts  ,Slightly Mad Studios  ,,0.19m,0.05m,0.11m,0.19m,0.03m,,N/A  
9215,Harry Potter: Quidditch World Cup    ,N/A  ,28th Oct 03  ,XB,Electronic Arts  ,Electronic Arts  ,,0.19m,0.14m,0.04m,0.19m,0.01m,,N/A  
9216,J-League Pro Soccer Club o Tsukurou! 5    ,N/A  ,01st Feb 07  ,PS2,Sega  ,Sega  ,,0.19m,,,0.19m,,,N/A  
9217,Little Battlers eXperience W    ,N/A  ,18th Oct 12  ,PSP,Level 5  ,Level 5  ,,0.19m,,,0.19m,,31st Aug 18,N/A  
9218,Cabela's Survival: Shadows of Katmai    ,N/A  ,01st Nov 11  ,X360,Activision  ,Activision  ,,0.19m,0.14m,0.03m,0.19m,0.01m,,N/A  
9219,Camping Mama: Outdoor Adventures    ,N/A  ,13th Sep 11  ,DS,Majesco  ,Office Create  ,,0.19m,0.12m,0.05m,0.19m,0.02m,,N/A  
9220,Daigasso! Band Brothers P    ,N/A  ,15th Nov 13  ,3DS,Nintendo  ,Nintendo  ,,0.19m,,,0.19m,,30th Aug 18,N/A  
9221,WWE All Stars    ,N/A  ,29th Mar 11  ,PSP,THQ  ,THQ  ,,0.19m,0.12m,0.04m,0.19m,0.03m,,N/A  
9222,La Pucelle: Tactics    ,N/A  ,04th May 04  ,PS2,Mastiff  ,Nippon Ichi Software  ,,0.19m,0.09m,0.07m,0.19m,0.02m,,N/A  
9223,Hot Wheels: Battle Force 5    ,N/A  ,17th Nov 09  ,Wii,Activision  ,Sidhe Interactive  ,,0.19m,0.17m,0.00m,0.19m,0.01m,,N/A  
9224,Hidden Mysteries: Vampire Secrets    ,N/A  ,20th Aug 10  ,DS,GameMill  ,Gunnar Games  ,,0.19m,0.06m,0.11m,0.19m,0.02m,,N/A  
9225,Battle of Giants: Dinosaurs Strike    ,N/A  ,09th Nov 10  ,Wii,Ubisoft  ,Ubisoft Quebec City  ,,0.19m,0.14m,0.03m,0.19m,0.01m,,N/A  
9226,Tiger Woods PGA Tour 07    ,N/A  ,10th Oct 06  ,XB,EA Sports  ,EA Redwood Shores  ,,0.19m,0.13m,0.05m,0.19m,0.01m,,N/A  
9227,Naruto to Boruto: Shinobi Striker    ,N/A  ,31st Aug 18  ,XOne,Bandai Namco Games  ,Soleil Software Studio Inc.  ,,0.19m,0.17m,,0.19m,0.02m,12th Sep 18,N/A  
9228,XCOM 2    ,N/A  ,27th Sep 16  ,XOne,2K Games  ,Firaxis Games  ,,0.19m,0.15m,0.02m,0.19m,0.02m,29th May 18,N/A  
9229,Star Wars: The Clone Wars & Tetris Worlds    ,N/A  ,01st Jan 03  ,XB,Microsoft  ,Various  ,,0.19m,0.14m,0.04m,0.19m,0.01m,25th Sep 18,N/A  
9230,The Bee Game    ,N/A  ,15th Oct 07  ,DS,Midway Games  ,Midway  ,,0.19m,0.17m,,0.19m,0.01m,,N/A  
9231,CSI: Fatal Conspiracy    ,N/A  ,26th Oct 10  ,PS3,Ubisoft  ,Telltale Games  ,,0.19m,0.11m,0.05m,0.19m,0.02m,,N/A  
9232,Happy Cooking    ,N/A  ,02nd Dec 08  ,DS,Ubisoft  ,MTO  ,,0.19m,0.17m,0.00m,0.19m,0.01m,,N/A  
9233,EverQuest Online Adventures: Frontiers    ,N/A  ,17th Nov 03  ,PS2,Sony Online Entertainment  ,Sony Online Entertainment  ,,0.19m,0.09m,0.07m,0.19m,0.02m,,N/A  
9234,F1 2017    ,N/A  ,25th Aug 17  ,XOne,Deep Silver  ,Codemasters  ,,0.19m,0.04m,0.13m,0.19m,0.01m,23rd May 18,N/A  
9235,Imagine: Babyz Fashion    ,N/A  ,03rd Nov 09  ,DS,Ubisoft  ,Visual Impact  ,,0.19m,0.17m,,0.19m,0.01m,,N/A  
9236,Go Play: Lumberjacks    ,N/A  ,09th Jun 09  ,Wii,Majesco  ,Panic Button  ,,0.19m,0.17m,,0.19m,0.01m,,N/A  
9237,Phantasy Star Online Ver. 2    ,N/A  ,24th Sep 01  ,DC,Sega  ,Sonic Team  ,,0.19m,,,0.19m,0.00m,,N/A  
9238,Treasures of the Deep    ,N/A  ,31st Aug 97  ,PS,Namco  ,Black Ops Entertainment  ,,0.19m,0.10m,0.07m,0.19m,0.01m,,N/A  
9239,Ninja Gaiden 3: Razor's Edge    ,N/A  ,18th Nov 12  ,WiiU,Nintendo  ,Team Ninja  ,,0.19m,0.14m,0.03m,0.19m,0.02m,07th Jan 18,N/A  
9240,Samurai Warriors: State of War    ,N/A  ,07th Mar 06  ,PSP,KOEI  ,Omega Force  ,,0.19m,0.07m,0.00m,0.19m,0.01m,,N/A  
9241,Dragon Blade: Wrath of Fire    ,N/A  ,25th Sep 07  ,Wii,D3 Publisher  ,D3 Publisher  ,,0.18m,0.17m,0.00m,0.18m,0.01m,,N/A  
9242,Ghostbusters: The Video Game    ,N/A  ,30th Oct 09  ,PSP,Atari  ,Red Fly Studio  ,,0.18m,0.16m,0.01m,0.18m,0.02m,,N/A  
9243,Fight Club    ,N/A  ,16th Nov 04  ,PS2,VU Games  ,Genuine Games  ,,0.18m,0.09m,0.07m,0.18m,0.02m,,N/A  
9244,Remington Super Slam Hunting: North America    ,N/A  ,09th Nov 10  ,Wii,Mastiff  ,Mastiff  ,,0.18m,0.17m,,0.18m,0.01m,,N/A  
9245,Arcania: Gothic 4    ,N/A  ,19th Oct 10  ,PC,JoWood Productions  ,Spellbound Entertainment AG  ,,0.18m,0.09m,0.08m,0.18m,0.02m,,N/A  
9246,The Munchables    ,N/A  ,26th May 09  ,Wii,Namco Bandai  ,Namco Bandai Games  ,,0.18m,0.17m,0.00m,0.18m,0.01m,,N/A  
9247,Active Health with Carol Vorderman    ,N/A  ,07th Aug 09  ,DS,Nintendo  ,Fuse Games Limited  ,,0.18m,,0.18m,0.18m,0.01m,,N/A  
9248,Dance Dance Revolution: Disney Grooves    ,N/A  ,02nd Apr 09  ,Wii,Konami  ,Bemani  ,,0.18m,0.17m,,0.18m,0.01m,,N/A  
9249,Valhalla Knights 3    ,N/A  ,15th Oct 13  ,PSV,Xseed Games  ,Unknown  ,,0.18m,0.04m,0.01m,0.18m,0.02m,,N/A  
9250,Cars: Race-O-Rama    ,N/A  ,13th Oct 09  ,PS3,THQ  ,Rainbow Studios  ,,0.18m,0.14m,0.03m,0.18m,0.02m,,N/A  
9251,The Incredible Adventures of Van Helsing: Final Cut    ,N/A  ,N/A  ,PC,Unknown  ,NeoCoreGames  ,0.18m,,,,0.18m,,02nd Mar 19,N/A  
9252,Harvest Moon: A Wonderful Life Special Edition    ,N/A  ,28th Oct 05  ,PS2,Natsume  ,Marvelous Interactive  ,,0.18m,0.09m,0.07m,0.18m,0.02m,,N/A  
9253,Sports Illustrated for Kids: Football    ,N/A  ,31st Aug 03  ,GBA,BAM! Entertainment  ,Sennari Interactive  ,,0.18m,0.13m,0.05m,0.18m,0.00m,,N/A  
9254,Senran Kagura: Estival Versus    ,N/A  ,15th Mar 16  ,PSV,Xseed Games  ,Marvelous Entertainment  ,,0.18m,0.04m,0.03m,0.18m,0.02m,29th Jun 18,N/A  
9255,.hack//Quarantine Part 4: The Final Chapter    ,N/A  ,14th Jan 04  ,PS2,Bandai  ,CyberConnect2  ,,0.18m,0.09m,0.07m,0.18m,0.02m,,N/A  
9256,F1 2011    ,N/A  ,19th Sep 11  ,PC,Codemasters  ,Codemasters Birmingham  ,,0.18m,,0.15m,0.18m,0.04m,,N/A  
9257,Superflight    ,N/A  ,N/A  ,PC,Unknown  ,GrizzlyGames  ,0.18m,,,,0.18m,,02nd Mar 19,N/A  
9258,Chaotic: Shadow Warriors    ,N/A  ,17th Nov 09  ,DS,Activision  ,Activision  ,,0.18m,0.17m,,0.18m,0.01m,,N/A  
9259,Close Combat: First to Fight    ,N/A  ,06th Apr 05  ,XB,2K Games  ,Destineer  ,,0.18m,0.14m,0.04m,0.18m,0.01m,,N/A  
9260,Mahjong: Journey Quest for Tikal    ,N/A  ,20th Jul 10  ,DS,Mumbo Jumbo  ,Cerasus Media  ,,0.18m,0.15m,0.02m,0.18m,0.01m,,N/A  
9261,Shape Up    ,N/A  ,11th Nov 14  ,XOne,Ubisoft  ,Ubisoft Montreal  ,,0.18m,0.08m,0.09m,0.18m,0.01m,19th Jun 18,N/A  
9262,Indiana Jones and the Emperor's Tomb    ,N/A  ,24th Feb 03  ,XB,LucasArts  ,The Collective  ,,0.18m,0.14m,0.04m,0.18m,0.01m,,N/A  
9263,Buffy the Vampire Slayer: Chaos Bleeds    ,N/A  ,27th Aug 03  ,PS2,VU Games  ,Eurocom Entertainment Software  ,,0.18m,0.09m,0.07m,0.18m,0.02m,,N/A  
9264,Reel Fishing II    ,N/A  ,14th Jun 00  ,PS,Natsume  ,Open Sesame  ,,0.18m,0.10m,0.07m,0.18m,0.01m,,N/A  
9265,PlayStation Move Heroes    ,N/A  ,22nd Mar 11  ,PS3,Sony Computer Entertainment  ,Nihilistic Software  ,,0.18m,0.09m,0.06m,0.18m,0.03m,,N/A  
9266,Ty the Tasmanian Tiger    ,N/A  ,10th Sep 02  ,XB,Electronic Arts  ,Krome Studios  ,,0.18m,0.14m,0.04m,0.18m,0.01m,,N/A  
9267,What Remains of Edith Finch    ,N/A  ,N/A  ,PC,Unknown  ,Giant Sparrow  ,0.18m,,,,0.18m,,02nd Mar 19,N/A  
9268,Bendy and the Ink Machine    ,N/A  ,20th Nov 18  ,PS4,Rooster Teeth Games  ,TheMeatly Games  ,,0.18m,0.15m,,0.18m,0.03m,19th Dec 18,N/A  
9269,Sword Art Online: Fatal Bullet    ,N/A  ,23rd Feb 18  ,PC,Namco Bandai Games  ,Dimps Corporation  ,0.18m,,,,0.18m,,23rd Feb 18,N/A  
9270,Dead or Alive    ,N/A  ,09th Oct 97  ,SAT,Tecmo  ,Team Ninja  ,,0.18m,,,0.18m,0.00m,,N/A  
9271,Sacred 3    ,N/A  ,29th Jul 14  ,PC,Deep Silver  ,Keen Games  ,0.18m,,,,0.18m,,16th Nov 18,N/A  
9272,Driving Emotion Type-S    ,N/A  ,29th Jan 01  ,PS2,Square  ,Escape  ,,0.18m,0.04m,0.03m,0.18m,0.01m,,N/A  
9273,Jewel Master: Cradle of Athena    ,N/A  ,26th Oct 10  ,DS,Storm City Games  ,TBD  ,,0.18m,0.17m,,0.18m,0.01m,,N/A  
9274,Siren    ,N/A  ,06th Nov 03  ,PS2,Sony Computer Entertainment  ,SCE Japan Studio  ,,0.18m,0.09m,0.07m,0.18m,0.02m,16th Sep 18,N/A  
9275,Ridge Racer    ,N/A  ,13th Mar 12  ,PSV,Namco Bandai Games  ,Namco Bandai Games / Celius  ,,0.18m,0.03m,0.08m,0.18m,0.02m,,N/A  
9276,Disgaea DS    ,N/A  ,23rd Sep 08  ,DS,NIS America  ,Nippon Ichi Software  ,,0.18m,0.11m,0.01m,0.18m,0.01m,,N/A  
9277,NARC    ,N/A  ,22nd Mar 05  ,XB,Midway Games  ,Point of View  ,,0.18m,0.14m,0.04m,0.18m,0.01m,,N/A  
9278,Dinosaur King    ,N/A  ,23rd Sep 08  ,DS,Sega  ,Climax Entertainment  ,0.18m,,,,0.18m,,,N/A  
9279,Super Robot Taisen J    ,N/A  ,15th Sep 05  ,GBA,Banpresto  ,Al  ,,0.18m,,,0.18m,0.00m,,N/A  
9280,Breach & Clear    ,N/A  ,N/A  ,PC,Unknown  ,Mighty Rabbit Studios  ,0.18m,,,,0.18m,,04th Mar 19,N/A  
9281,Melissa K. and the Heart of Gold Collector's Edition    ,N/A  ,N/A  ,PC,Unknown  ,SDP Games  ,0.18m,,,,0.18m,,04th Mar 19,N/A  
9282,Nep League DS    ,N/A  ,06th Dec 07  ,DS,Jaleco  ,Jaleco Entertainment  ,,0.18m,,,0.18m,,,N/A  
9283,Home    ,N/A  ,N/A  ,PC,Unknown  ,Benjamin Rivers Inc.  ,0.18m,,,,0.18m,,04th Mar 19,N/A  
9284,Ar tonelico 2: Melody of Metafalica    ,N/A  ,20th Jan 09  ,PS2,NIS America  ,Gust  ,,0.18m,0.04m,0.03m,0.18m,0.01m,,7.3
9285,Casper: Friends Around the World    ,N/A  ,06th Nov 00  ,PS,Sound Source Interactive  ,"Sound Source Interactive, Inc.  ",,0.18m,0.10m,0.07m,0.18m,0.01m,,N/A  
